id,RelEv,TagDate,RelSite,RelLoc,RelDate,RelTime,wtempC,weight,FL,AirTime,CanID
36513,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,39.1,150,1:31,4
38889,7,2016-03-05,S1,TISDALE,2016-03-06,1439,14.1,39.1,152,1:45,11
36427,4,2016-02-20,S1,TISDALE,2016-02-21,2301,13,39.2,139,1:52,13
39502,15,2016-03-10,T2,TISDALE,2016-03-11,409,11,39.2,155,3:12,7
36390,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,39.3,153,2:06,3
36478,2,2016-02-20,S1,TISDALE,2016-02-21,1046,11.4,39.4,155,1:48,7
36633,4,2016-02-20,S1,TISDALE,2016-02-21,2305,13,39.4,156,2:11,14
36358,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,39.5,153,1:31,3
36634,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,39.7,154,2:57,4
36610,3,2016-02-20,S1,TISDALE,2016-02-21,1706,13,39.7,158,1:53,12
39316,8,2016-03-05,S1,TISDALE,2016-03-06,2112,14.4,39.8,156,2:08,16
38935,11,2016-03-10,T1,TISDALE,2016-03-11,9,11,39.8,155,1:35,3
36383,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,39.9,159,3:08,1
39059,32,2016-03-14,S1,TISDALE,2016-03-16,1000,11.4,39.9,157,1:55,3
39107,51,2016-03-16,S1,TISDALE,2016-03-17,1800,12.2,39.9,155,1:13,2
36371,3,2016-02-20,S1,TISDALE,2016-02-21,1702,13,40,155,1:41,11
38868,7,2016-03-05,S1,TISDALE,2016-03-06,1433,14.1,40,154,1:41,9
38821,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,40.2,157,1:24,3
38924,8,2016-03-05,S1,TISDALE,2016-03-06,2108,14.4,40.2,155,1:41,15
39283,19,2016-03-10,T3,TISDALE,2016-03-11,802,12.7,40.2,151,2:16,11
36608,3,2016-02-20,S1,TISDALE,2016-02-21,1706,13,40.3,156,2:02,12
36664,4,2016-02-20,S1,TISDALE,2016-02-21,2305,13,40.4,156,1:55,14
39357,7,2016-03-05,S1,TISDALE,2016-03-06,1441,14.1,40.4,177,1:54,12
36462,4,2016-02-20,S1,TISDALE,2016-02-21,2308,13,40.6,155,1:40,15
36416,3,2016-02-20,S1,TISDALE,2016-02-21,1702,13,40.7,159,2:02,11
36614,4,2016-02-20,S1,TISDALE,2016-02-21,2311,13,40.7,161,2:10,16
39364,7,2016-03-05,S1,TISDALE,2016-03-06,1436,14.1,40.7,158,1:27,10
36495,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,40.8,153,1:47,2
39390,6,2016-03-05,S1,TISDALE,2016-03-06,850,14.7,40.8,156,1:22,6
36622,4,2016-02-20,S1,TISDALE,2016-02-21,2311,13,40.9,160,1:41,16
39118,53,2016-03-16,S1,TISDALE,2016-03-18,959,12.2,40.9,159,1:20,3
36520,3,2016-02-20,S1,TISDALE,2016-02-21,1658,13,41,155,1:53,10
38816,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,41,156,2:08,3
36468,4,2016-02-20,S1,TISDALE,2016-02-21,2301,13,41.1,160,1:47,13
38892,8,2016-03-05,S1,TISDALE,2016-03-06,2100,14.4,41.2,157,1:58,13
38903,8,2016-03-05,S1,TISDALE,2016-03-06,2100,14.4,41.3,157,1:35,13
39433,5,2016-03-05,S1,TISDALE,2016-03-06,306,14.1,41.5,156,1:47,2
39572,31,2016-03-14,S1,TISDALE,2016-03-16,159,11.4,41.5,158,2:02,2
39418,5,2016-03-05,S1,TISDALE,2016-03-06,314,14.1,41.6,157,2:13,4
39349,7,2016-03-05,S1,TISDALE,2016-03-06,1441,14.1,41.6,160,1:24,12
38906,8,2016-03-05,S1,TISDALE,2016-03-06,2100,14.4,41.7,158,1:27,13
36445,2,2016-02-20,S1,TISDALE,2016-02-21,1049,11.4,41.8,157,1:58,8
39495,12,2016-03-10,T1,TISDALE,2016-03-11,13,11,41.8,155,1:22,4
38782,5,2016-03-05,S1,TISDALE,2016-03-06,301,14.1,42,156,2:21,1
38828,6,2016-03-05,S1,TISDALE,2016-03-06,846,14.7,42,158,1:54,5
39323,8,2016-03-05,S1,TISDALE,2016-03-06,2112,14.4,42,161,2:16,16
36376,3,2016-02-20,S1,TISDALE,2016-02-21,1702,13,42.1,160,1:32,11
36492,2,2016-02-20,S1,TISDALE,2016-02-21,1039,11.4,42.2,155,1:49,5
38895,8,2016-03-05,S1,TISDALE,2016-03-06,2100,14.4,42.3,165,1:53,13
36446,2,2016-02-20,S1,TISDALE,2016-02-21,1049,11.4,42.4,157,1:57,8
39478,20,2016-03-10,T3,TISDALE,2016-03-11,803,12.7,42.5,157,1:25,12
36609,3,2016-02-20,S1,TISDALE,2016-02-21,1706,13,42.7,161,2:04,12
38795,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,42.7,162,1:55,3
39372,7,2016-03-05,S1,TISDALE,2016-03-06,1436,14.1,42.7,157,1:50,10
36587,2,2016-02-20,S1,TISDALE,2016-02-21,1043,11.4,42.8,159,2:16,6
39108,51,2016-03-16,S1,TISDALE,2016-03-17,1800,12.2,42.8,163,1:23,2
36529,13,2016-03-10,T2,TISDALE,2016-03-11,402,11,43,156,1:58,5
39578,31,2016-03-14,S1,TISDALE,2016-03-16,159,11.4,43,164,2:06,2
39109,51,2016-03-16,S1,TISDALE,2016-03-17,1800,12.2,43,165,1:40,2
36426,4,2016-02-20,S1,TISDALE,2016-02-21,2301,13,43.3,163,1:42,13
39344,7,2016-03-05,S1,TISDALE,2016-03-06,1441,14.1,43.3,161,1:27,12
38784,5,2016-03-05,S1,TISDALE,2016-03-06,301,14.1,43.4,156,2:29,1
39503,15,2016-03-10,T2,TISDALE,2016-03-11,409,11,43.4,161,2:08,7
38819,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,43.5,157,1:33,3
38915,8,2016-03-05,S1,TISDALE,2016-03-06,2108,14.4,43.5,164,2:10,15
38937,13,2016-03-10,T2,TISDALE,2016-03-11,402,11,43.6,159,1:50,5
36347,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,43.7,159,1:58,1
36469,4,2016-02-20,S1,TISDALE,2016-02-21,2301,13,43.7,159,1:40,13
39447,19,2016-03-10,T3,TISDALE,2016-03-11,802,12.7,43.7,167,1:33,11
39533,31,2016-03-14,S1,TISDALE,2016-03-16,159,11.4,43.7,162,1:40,2
38876,7,2016-03-05,S1,TISDALE,2016-03-06,1439,14.1,43.8,159,2:03,11
39430,5,2016-03-05,S1,TISDALE,2016-03-06,306,14.1,43.9,163,1:24,2
38921,8,2016-03-05,S1,TISDALE,2016-03-06,2108,14.4,44,164,1:34,15
36662,4,2016-02-20,S1,TISDALE,2016-02-21,2308,13,44.1,165,1:53,14
38948,17,2016-03-10,T3,TISDALE,2016-03-11,755,12.7,44.1,165,1:31,9
36740,2,2016-02-20,S1,TISDALE,2016-02-21,1043,11.4,44.2,158,1:47,6
36677,2,2016-02-20,S1,TISDALE,2016-02-21,1049,11.4,44.2,157,1:33,8
39610,52,2016-03-16,S1,TISDALE,2016-03-18,200,12.2,44.2,163,1:58,1
36384,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,44.3,160,3:01,1
39860,19,2016-03-10,T3,TISDALE,2016-03-11,802,12.7,44.5,166,2:00,11
36433,4,2016-02-20,S1,TISDALE,2016-02-21,2308,13,44.6,163,2:33,15
39497,13,2016-03-10,T2,TISDALE,2016-03-11,402,11,44.6,161,2:02,5
38987,16,2016-03-10,T2,TISDALE,2016-03-11,411,11,44.7,163,2:12,8
36517,3,2016-02-20,S1,TISDALE,2016-02-21,1658,13,44.8,160,1:51,10
39370,7,2016-03-05,S1,TISDALE,2016-03-06,1436,14.1,44.8,159,1:33,10
36491,2,2016-02-20,S1,TISDALE,2016-02-21,1039,11.4,45,158,1:24,5
39435,5,2016-03-05,S1,TISDALE,2016-03-06,306,14.1,45,156,2:18,2
39414,5,2016-03-05,S1,TISDALE,2016-03-06,314,14.1,45.1,162,2:00,4
36419,3,2016-02-20,S1,TISDALE,2016-02-21,1702,13,45.2,161,2:12,11
39485,10,2016-03-10,T1,TISDALE,2016-03-11,7,11,45.2,161,2:05,2
38982,14,2016-03-10,T2,TISDALE,2016-03-11,405,11,45.2,161,2:20,6
39579,30,2016-03-14,S1,TISDALE,2016-03-15,1800,11.4,45.2,166,2:11,1
39088,51,2016-03-16,S1,TISDALE,2016-03-17,1800,12.2,45.2,161,1:59,2
38867,7,2016-03-05,S1,TISDALE,2016-03-06,1433,14.1,45.3,165,1:34,9
36421,3,2016-02-20,S1,TISDALE,2016-02-21,1702,13,45.4,161,2:20,11
36668,4,2016-02-20,S1,TISDALE,2016-02-21,2305,13,45.6,164,1:58,14
38918,8,2016-03-05,S1,TISDALE,2016-03-06,2108,14.4,45.6,160,1:21,15
38991,17,2016-03-10,T3,TISDALE,2016-03-11,755,12.7,45.6,160,2:04,9
36528,3,2016-02-20,S1,TISDALE,2016-02-21,1706,13,45.7,168,2:28,12
39394,6,2016-03-05,S1,TISDALE,2016-03-06,850,14.7,45.8,164,1:18,6
39110,51,2016-03-16,S1,TISDALE,2016-03-17,1800,12.2,45.8,164,1:09,2
36613,3,2016-02-20,S1,TISDALE,2016-02-21,1706,13,45.9,164,2:07,12
38904,8,2016-03-05,S1,TISDALE,2016-03-06,2100,14.4,45.9,167,1:26,13
36368,3,2016-02-20,S1,TISDALE,2016-02-21,1655,13,46,166,N/T,9
38829,6,2016-03-05,S1,TISDALE,2016-03-06,846,14.7,46,163,2:43,5
39311,8,2016-03-05,S1,TISDALE,2016-03-06,2112,14.4,46,163,1:41,16
38781,5,2016-03-05,S1,TISDALE,2016-03-06,301,14.1,46.1,163,2:43,1
39440,10,2016-03-10,T1,TISDALE,2016-03-11,7,11,46.2,158,1:36,2
38947,17,2016-03-10,T3,TISDALE,2016-03-11,755,12.7,46.2,163,1:30,9
36537,2,2016-02-20,S1,TISDALE,2016-02-21,1043,11.4,46.3,163,1:35,6
38980,14,2016-03-10,T2,TISDALE,2016-03-11,405,11,46.3,164,1:57,6
36396,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,46.4,165,1:52,3
36666,4,2016-02-20,S1,TISDALE,2016-02-21,2305,13,46.4,160,1:37,14
38826,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,46.4,163,1:27,3
38815,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,46.5,165,2:34,3
39674,9,2016-03-10,T1,TISDALE,2016-03-11,3,11,46.5,166,2:01,1
39608,52,2016-03-16,S1,TISDALE,2016-03-18,200,12.2,46.5,164,1:15,1
36502,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,46.7,168,1:47,2
38787,5,2016-03-05,S1,TISDALE,2016-03-06,301,14.1,46.7,163,1:32,1
36341,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,46.8,162,2:35,1
39374,7,2016-03-05,S1,TISDALE,2016-03-06,1436,14.1,46.8,161,1:38,10
39854,18,2016-03-10,T3,TISDALE,2016-03-11,759,12.7,46.8,163,2:11,10
38848,6,2016-03-05,S1,TISDALE,2016-03-06,855,14.7,46.9,164,2:13,7
39444,10,2016-03-10,T1,TISDALE,2016-03-11,7,11,46.9,165,1:43,2
39456,14,2016-03-10,T2,TISDALE,2016-03-11,405,11,46.9,169,1:40,6
36411,3,2016-02-20,S1,TISDALE,2016-02-21,1655,13,47,164,N/T,9
38824,5,2016-03-05,S1,TISDALE,2016-03-06,311,14.1,47,163,1:17,3
38851,6,2016-03-05,S1,TISDALE,2016-03-06,855,14.7,47,168,1:30,7
38890,7,2016-03-05,S1,TISDALE,2016-03-06,1439,14.1,47,165,1:20,11
38927,9,2016-03-10,T1,TISDALE,2016-03-11,3,11,47,164,1:38,1
36644,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,47.1,163,2:17,2
39474,20,2016-03-10,T3,TISDALE,2016-03-11,803,12.7,47.1,167,1:27,12
38908,8,2016-03-05,S1,TISDALE,2016-03-06,2108,14.4,47.2,161,2:16,15
38976,11,2016-03-10,T1,TISDALE,2016-03-11,9,11,47.2,165,2:04,3
39335,8,2016-03-05,S1,TISDALE,2016-03-06,2105,14.4,47.3,165,1:58,14
39577,31,2016-03-14,S1,TISDALE,2016-03-16,159,11.4,47.4,169,2:27,2
36604,3,2016-02-20,S1,TISDALE,2016-02-21,1658,13,47.5,163,1:51,10
39455,14,2016-03-10,T2,TISDALE,2016-03-11,405,11,47.5,163,1:48,6
38978,11,2016-03-10,T1,TISDALE,2016-03-11,9,11,47.6,165,1:47,3
39094,53,2016-03-16,S1,TISDALE,2016-03-18,959,12.2,47.6,167,2:25,3
39437,5,2016-03-05,S1,TISDALE,2016-03-06,306,14.1,47.7,169,1:56,2
36186,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,48,163,2:31,1
36388,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,48.1,165,2:45,1
39362,7,2016-03-05,S1,TISDALE,2016-03-06,1436,14.1,48.3,164,1:26,10
36601,3,2016-02-20,S1,TISDALE,2016-02-21,1658,13,48.6,162,1:49,10
36603,3,2016-02-20,S1,TISDALE,2016-02-21,1658,13,48.6,167,2:07,10
36398,3,2016-02-20,S1,TISDALE,2016-02-21,1655,13,48.8,166,N/T,9
36619,4,2016-02-20,S1,TISDALE,2016-02-21,2311,13,48.9,164,1:45,16
36511,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,49,162,1:49,4
39407,6,2016-03-05,S1,TISDALE,2016-03-06,850,14.7,49,164,1:56,6
39454,14,2016-03-10,T2,TISDALE,2016-03-11,405,11,49,163,1:27,6
39465,16,2016-03-10,T2,TISDALE,2016-03-11,411,11,49,167,,8
38832,6,2016-03-05,S1,TISDALE,2016-03-06,846,14.7,49.1,164,1:59,5
39333,8,2016-03-05,S1,TISDALE,2016-03-06,2105,14.4,49.1,169,1:29,14
36460,4,2016-02-20,S1,TISDALE,2016-02-21,2308,13,49.2,171,1:47,15
36624,4,2016-02-20,S1,TISDALE,2016-02-21,2305,13,49.4,165,2:07,14
39324,8,2016-03-05,S1,TISDALE,2016-03-06,2112,14.4,49.4,166,1:51,16
36372,3,2016-02-20,S1,TISDALE,2016-02-21,1702,13,49.6,167,1:42,11
38791,5,2016-03-05,S1,TISDALE,2016-03-06,301,14.1,49.6,168,1:52,1
39115,53,2016-03-16,S1,TISDALE,2016-03-18,959,12.2,49.6,168,1:18,3
36387,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,49.7,169,3:01,1
36585,2,2016-02-20,S1,TISDALE,2016-02-21,1043,11.4,49.7,165,,6
36742,2,2016-02-20,S1,TISDALE,2016-02-21,1043,11.4,49.7,166,1:22,6
39419,5,2016-03-05,S1,TISDALE,2016-03-06,314,14.1,49.7,166,1:48,4
39356,7,2016-03-05,S1,TISDALE,2016-03-06,1441,14.1,49.7,165,1:44,12
39501,15,2016-03-10,T2,TISDALE,2016-03-11,409,11,49.7,165,2:00,7
38975,11,2016-03-10,T1,TISDALE,2016-03-11,9,11,49.8,168,2:05,3
39463,16,2016-03-10,T2,TISDALE,2016-03-11,411,11,49.8,165,1:19,8
38994,17,2016-03-10,T3,TISDALE,2016-03-11,755,12.7,49.8,166,N/T,9
39332,8,2016-03-05,S1,TISDALE,2016-03-06,2105,14.4,49.9,165,1:29,14
39466,16,2016-03-10,T2,TISDALE,2016-03-11,411,11,49.9,166,1:25,8
38909,8,2016-03-05,S1,TISDALE,2016-03-06,2108,14.4,50.1,160,2:13,15
36665,4,2016-02-20,S1,TISDALE,2016-02-21,2305,13,50.2,168,1:34,14
36352,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,50.4,166,1:36,3
36630,4,2016-02-20,S1,TISDALE,2016-02-21,2305,13,50.4,164,2:25,14
38952,19,2016-03-10,T3,TISDALE,2016-03-11,802,12.7,50.4,168,1:28,11
38984,14,2016-03-10,T2,TISDALE,2016-03-11,405,11,50.6,162,2:07,6
36473,2,2016-02-20,S1,TISDALE,2016-02-21,1046,11.4,50.7,172,1:41,7
36364,3,2016-02-20,S1,TISDALE,2016-02-21,1655,13,50.7,166,1:40,9
38986,16,2016-03-10,T2,TISDALE,2016-03-11,411,11,50.7,172,2:41,8
39373,7,2016-03-05,S1,TISDALE,2016-03-06,1436,14.1,50.8,170,1:51,10
39593,52,2016-03-16,S1,TISDALE,2016-03-18,200,12.2,50.8,171,1:59,1
38939,13,2016-03-10,T2,TISDALE,2016-03-11,402,11,51,171,1:25,5
36649,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,51.1,165,2:22,2
39015,30,2016-03-14,S1,TISDALE,2016-03-15,1800,14.4,51.2,170,1:45,1
38917,8,2016-03-05,S1,TISDALE,2016-03-06,2108,14.4,51.3,173,1:36,15
39486,10,2016-03-10,T1,TISDALE,2016-03-11,7,11,51.3,166,2:04,2
39498,13,2016-03-10,T2,TISDALE,2016-03-11,402,11,51.4,169,2:03,5
36650,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,51.5,167,2:22,2
36635,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,51.6,166,2:00,4
36738,2,2016-02-20,S1,TISDALE,2016-02-21,1043,11.4,51.6,169,2:08,6
39436,5,2016-03-05,S1,TISDALE,2016-03-06,306,14.1,51.6,165,2:13,2
36403,7,2016-03-05,S1,TISDALE,2016-03-06,1439,14.1,51.6,174,1:38,11
36501,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,51.7,168,1:50,2
38933,11,2016-03-10,T1,TISDALE,2016-03-11,9,11,51.9,170,1:20,3
38858,7,2016-03-05,S1,TISDALE,2016-03-06,1433,14.1,52.1,168,2:27,9
36422,3,2016-02-20,S1,TISDALE,2016-02-21,1702,13,52.3,167,2:27,11
39597,52,2016-03-16,S1,TISDALE,2016-03-18,200,12.2,52.3,172,2:12,1
38943,15,2016-03-10,T2,TISDALE,2016-03-11,409,11,52.4,169,1:32,7
39351,7,2016-03-05,S1,TISDALE,2016-03-06,1441,14.1,52.5,165,1:30,12
39384,6,2016-03-05,S1,TISDALE,2016-03-06,859,14.7,52.6,167,2:11,8
39449,12,2016-03-10,T1,TISDALE,2016-03-11,13,11,52.6,173,1:48,4
39441,10,2016-03-10,T1,TISDALE,2016-03-11,7,11,52.8,165,1:29,2
39066,32,2016-03-14,S1,TISDALE,2016-03-16,1000,11.4,52.8,169,2:17,3
36395,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,52.9,169,2:13,3
39317,8,2016-03-05,S1,TISDALE,2016-03-06,2112,14.4,52.9,176,1:38,16
38970,9,2016-03-10,T1,TISDALE,2016-03-11,3,11,52.9,168,2:10,1
39467,18,2016-03-10,T3,TISDALE,2016-03-11,759,12.7,52.9,174,1:25,10
39054,30,2016-03-14,S1,TISDALE,2016-03-15,1800,11.4,52.9,171,1:52,1
36381,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,53,171,2:28,1
39363,7,2016-03-05,S1,TISDALE,2016-03-06,1436,14.1,53,169,1:45,10
39426,5,2016-03-05,S1,TISDALE,2016-03-06,306,14.1,53.2,171,1:41,2
39378,6,2016-03-05,S1,TISDALE,2016-03-06,859,14.7,53.2,172,1:22,8
39312,8,2016-03-05,S1,TISDALE,2016-03-06,2112,14.4,53.2,169,1:45,16
39450,12,2016-03-10,T1,TISDALE,2016-03-11,13,11,53.2,170,1:31,4
36646,1,2016-02-20,S1,TISDALE,2016-02-21,538,11.4,53.3,167,N/T,2
38783,5,2016-03-05,S1,TISDALE,2016-03-06,301,14.1,53.3,173,2:38,1
39367,7,2016-03-05,S1,TISDALE,2016-03-06,1436,14.1,53.4,169,1:42,10
39117,53,2016-03-16,S1,TISDALE,2016-03-18,959,12.2,53.4,174,1:40,3
39352,7,2016-03-05,S1,TISDALE,2016-03-06,1441,14.1,53.5,171,1:51,12
36366,3,2016-02-20,S1,TISDALE,2016-02-21,1655,13,53.6,172,1:50,9
38785,5,2016-03-05,S1,TISDALE,2016-03-06,301,14.1,53.6,171,2:03,1
39097,53,2016-03-16,S1,TISDALE,2016-03-18,959,12.2,53.6,197,2:07,3
39112,53,2016-03-16,S1,TISDALE,2016-03-18,959,12.2,53.6,173,1:29,3
36589,2,2016-02-20,S1,TISDALE,2016-02-21,1049,11.4,53.7,172,1:36,8
39492,12,2016-03-10,T1,TISDALE,2016-03-11,13,11,53.7,175,2:39,4
39287,20,2016-03-10,T3,TISDALE,2016-03-11,803,12.7,53.7,170,1:59,12
39504,15,2016-03-10,T2,TISDALE,2016-03-11,409,11,53.9,170,1:50,7
38946,17,2016-03-10,T3,TISDALE,2016-03-11,755,12.7,53.9,174,1:32,9
36741,2,2016-02-20,S1,TISDALE,2016-02-21,1043,11.4,54,169,1:27,6
36464,4,2016-02-20,S1,TISDALE,2016-02-21,2308,13,54.1,174,1:38,15
39429,5,2016-03-05,S1,TISDALE,2016-03-06,306,14.1,54.1,171,1:34,2
39061,32,2016-03-14,S1,TISDALE,2016-03-16,1000,11.4,54.1,171,2:02,3
39613,52,2016-03-16,S1,TISDALE,2016-03-18,200,12.2,54.1,167,1:25,1
